ID_Uzorka;GPS_LAT;GPS_LONG
329;18,496183;77,376631
330;18,470864;77,404373
331;18,47687;77,386954
332;18,486541;77,365799
333;18,482717;77,383946
334;18,487098;77,391412
335;18,484413;77,380505
336;18,486259;77,390765
337;18,498269;77,397645
338;18,483006;77,392337
339;18,477564;77,402427
340;18,501612;77,386755
341;18,487185;77,388416
342;18,474457;77,395935
343;18,490246;77,374696
344;18,466691;77,375713
345;18,480376;77,382964
346;18,480908;77,398964
347;18,477298;77,385412
348;18,465498;77,3803
349;18,481704;77,388756
350;18,499527;77,389851
351;18,491433;77,391338
352;18,487629;77,394461
353;18,486429;77,379885
354;18,475881;77,390909
355;18,475072;77,413858
356;18,472577;77,381603
357;18,484937;77,386994
358;18,488108;77,398703
359;18,483909;77,384791
360;18,493642;77,402116
361;18,475292;77,397213
362;18,479532;77,391838
363;18,4815;77,413399
364;18,494244;77,376994
365;18,475518;77,386454
366;18,472385;77,390137
367;18,481455;77,398186
368;18,484264;77,395333
369;18,492092;77,398081
370;18,491471;77,382298
371;18,481178;77,396212
372;18,485037;77,395329
373;18,478707;77,370486
374;18,497575;77,382918
375;18,481122;77,391879
376;18,479407;77,393062
377;18,467079;77,378663
378;18,49118;77,38689
379;18,474553;77,39723
380;18,487678;77,385531
381;18,474948;77,385456
382;18,485292;77,392651
383;18,476277;77,385387
384;18,475946;77,389404
385;18,472526;77,39166
386;18,485526;77,378401
387;18,486454;77,393003
388;18,488661;77,406714
389;18,477524;77,410741
390;18,489967;77,399864
391;18,470407;77,401073
392;18,484223;77,40462
393;18,487551;77,402747
394;18,479767;77,385188
395;18,479393;77,369998
396;18,479457;77,392663
397;18,49966;77,395253
398;18,482686;77,395569
399;18,492278;77,368741
400;18,507413;77,382361
401;18,487361;77,40436
402;18,488441;77,38972
403;18,475906;77,386977
404;18,476986;77,399595
405;18,459561;77,39116
406;18,471098;77,399076
407;18,471263;77,384432
408;18,475732;77,387652
409;18,477648;77,381256
410;18,470338;77,408095
411;18,46934;77,393317
412;18,470297;77,391672
413;18,454913;77,387538
414;18,477564;77,392718
415;18,483993;77,388008
416;18,486434;77,382095
417;18,47714;77,385519
418;18,485571;77,397588
419;18,46476;77,381388
420;18,484198;77,39607
421;18,479585;77,369456
422;18,468658;77,393361
423;18,478719;77,398135
424;18,488561;77,390773
425;18,487072;77,398514
426;18,470168;77,391665
427;18,494583;77,385739
428;18,485234;77,390321
429;18,48134;77,399561
430;18,486063;77,392575
431;18,474383;77,371351
432;18,500933;77,392186
433;18,486276;77,402792
434;18,492466;77,393416
435;18,478914;77,383479
436;18,497504;77,39167
437;18,477981;77,390625
438;18,488165;77,38417
439;18,490297;77,389426
440;18,470912;77,386151
441;18,481774;77,3827
442;18,465601;77,386734
443;18,480913;77,389531
444;18,49056;77,388231
445;18,478308;77,3925
446;18,476044;77,396315
447;18,476555;77,406023
448;18,488152;77,398484
449;18,4828;77,391118
450;18,473831;77,388808
451;18,486779;77,396805
452;18,481896;77,390975
453;18,488185;77,392563
454;18,491206;77,380118
455;18,482702;77,388344
456;18,481279;77,390693
457;18,487724;77,393966
458;18,47258;77,400143
459;18,470301;77,403978
460;18,478892;77,361656
461;18,484038;77,397124
462;18,47868;77,370283
463;18,476925;77,382133
464;18,482789;77,384693
465;18,496209;77,388948
466;18,464289;77,395075
467;18,465934;77,395948
468;18,492795;77,384943
469;18,491261;77,398937
470;18,461371;77,400039
471;18,475766;77,393944
472;18,469899;77,380391
473;18,492403;77,38309
474;18,469466;77,385025
475;18,474655;77,39371
476;18,498031;77,383678
477;18,483666;77,375674
478;18,471228;77,386981
479;18,493307;77,401968
480;18,483132;77,378615
481;18,479514;77,390038
482;18,483194;77,394121
483;18,465905;77,37932
484;18,513355;77,37375
485;18,484716;77,388006
486;18,469494;77,396981
487;18,473607;77,387348
488;18,483734;77,387424
489;18,48161;77,381586
490;18,471312;77,388036
491;18,477136;77,40862
492;18,477779;77,392072
493;18,472071;77,391354
494;18,471712;77,394245
495;18,483676;77,395473
496;18,488852;77,399136
497;18,479816;77,37737
498;18,485838;77,382602
499;18,463878;77,383071
500;18,511773;77,376933
501;18,49864;77,39385
502;18,478428;77,39567
503;18,479412;77,384878
504;18,48399;77,397047
505;18,47264;77,380302
506;18,489999;77,393426
507;18,489237;77,393536
508;18,480604;77,387788
509;18,490954;77,392051
510;18,480839;77,376431
511;18,485314;77,379855
512;18,466979;77,392554
513;18,464771;77,379585
514;18,474744;77,389
515;18,482306;77,3872
516;18,47872;77,400366
517;18,479227;77,419237
518;18,465828;77,399161
519;18,480862;77,384311
520;18,471749;77,394415
521;18,478723;77,385607
522;18,48707;77,398405
523;18,485258;77,408917
524;18,486736;77,378029
525;18,482417;77,387855
526;18,476595;77,388287
527;18,484459;77,399857
528;18,482949;77,405421
529;18,483329;77,374735
530;18,493839;77,385403
531;18,488107;77,379164
532;18,487496;77,400108
533;18,483933;77,38769
534;18,472503;77,388165
535;18,481873;77,389428
536;18,485838;77,381714
537;18,47636;77,398144
538;18,498739;77,393318
539;18,486049;77,379105
540;18,468161;77,389792
541;18,480426;77,40403
542;18,478589;77,391479
543;18,483995;77,388355
544;18,482678;77,387164
545;18,476075;77,365808
546;18,467573;77,389026
547;18,473189;77,396105
548;18,492407;77,385057
549;18,461309;77,412225
550;18,479358;77,394331
551;18,480941;77,396035
552;18,473647;77,387957
553;18,479195;77,40734
554;18,470684;77,372599
555;18,474221;77,391308
556;18,487456;77,388048
557;18,467837;77,379332
558;18,481954;77,405392
559;18,474044;77,414155
560;18,47959;77,384731
561;18,492001;77,377369
562;18,474299;77,414705
563;18,499022;77,39363
564;18,475702;77,377862
565;18,493198;77,390339
566;18,478286;77,398916
567;18,467155;77,398364
568;18,474588;77,402231
569;18,465145;77,381162
570;18,488513;77,383693
571;18,479411;77,407345
572;18,486268;77,392509
573;18,490839;77,387675
574;18,482513;77,395556
575;18,484795;77,389217
576;18,461699;77,393256
577;18,488416;77,398444
578;18,484334;77,398041
579;18,478063;77,388868
580;18,478374;77,384359
581;18,487875;77,397458
582;18,478506;77,394392
583;18,496962;77,396653
584;18,483657;77,386236
585;18,481941;77,400853
586;18,473607;77,383447
587;18,480484;77,389068
588;18,504277;77,384115
589;18,486395;77,389159
590;18,486289;77,414704
591;18,472991;77,402255
592;18,472834;77,379143
593;18,471562;77,385744
594;18,475713;77,397605
595;18,481601;77,386676
596;18,480302;77,39329
597;18,474048;77,394155
598;18,485759;77,391843
599;18,475024;77,388668
600;18,485648;77,368274
601;18,486324;77,38652
602;18,479579;77,398044
603;18,481237;77,396503
604;18,474948;77,388766
605;18,469824;77,400049
606;18,462939;77,403192
607;18,482075;77,388436
608;18,477403;77,371824
609;18,487639;77,39716
610;18,485217;77,373609
611;18,487615;77,405039
612;18,483932;77,398621
613;18,49367;77,388173
614;18,474746;77,409086
615;18,486246;77,372524
616;18,485944;77,380443
617;18,487495;77,381787
618;18,465012;77,404178
619;18,464568;77,405876
620;18,489557;77,382928
621;18,478265;77,377886
622;18,469166;77,415545
623;18,486094;77,404277
624;18,487879;77,406375
625;18,487573;77,407909
626;18,497074;77,395458
627;18,493048;77,388693
628;18,46345;77,395052
629;18,487411;77,384844
630;18,468903;77,381392
631;18,47772;77,386906
632;18,448032;77,398936
633;18,486414;77,391805
634;18,48312;77,403391
635;18,475024;77,398356
636;18,492201;77,394676
637;18,490883;77,407754
638;18,487146;77,383076
639;18,48782;77,383761
640;18,506603;77,386483
641;18,48603;77,390414
642;18,467723;77,387243
643;18,495816;77,397966
644;18,470255;77,371965
645;18,473229;77,378845
646;18,479266;77,388059
647;18,471385;77,384223
648;18,47526;77,359756
649;18,47339;77,384096
650;18,490108;77,401708
651;18,484563;77,403116
652;18,487618;77,40385
653;18,474546;77,387751
654;18,465933;77,402162
655;18,504955;77,40071
656;18,476419;77,391591
657;18,490593;77,374669
658;18,466423;77,380221
659;18,492117;77,373297
660;18,496615;77,402652
661;18,476353;77,403128
662;18,463634;77,401894
663;18,488106;77,386323
664;18,477124;77,385017
665;18,487163;77,395688
666;18,463452;77,397745
667;18,47635;77,391988
668;18,462962;77,398731
669;18,481483;77,399665
670;18,471859;77,406944
671;18,48086;77,38434
672;18,481509;77,398926
673;18,483434;77,385961
674;18,480788;77,405273
675;18,492518;77,391998
676;18,478278;77,387011
677;18,47982;77,376662
678;18,495419;77,401939
679;18,479781;77,382419
680;18,500547;77,388974
681;18,47328;77,379626
682;18,479435;77,400111
683;18,475056;77,403709
684;18,491873;77,386976
685;18,463536;77,399886
686;18,488769;77,38722
687;18,489708;77,399351
688;18,49452;77,409312
689;18,495244;77,384711
690;18,491365;77,391256
691;18,485066;77,393489
692;18,491727;77,391546
693;18,487272;77,390941
694;18,469277;77,387109
695;18,498302;77,379601
696;18,476074;77,392366
697;18,46928;77,387111
698;18,463817;77,385023
699;18,491251;77,377849
700;18,474923;77,408656
701;18,481085;77,413515
702;18,474023;77,393892
703;18,486686;77,38965
704;18,462429;77,40047
705;18,477341;77,383465
706;18,490406;77,388394
707;18,486972;77,408883
708;18,466075;77,397295
709;18,472653;77,394398
710;18,485907;77,395296
711;18,47985;77,377059
712;18,499786;77,393954
713;18,477779;77,389165
714;18,471993;77,394706
715;18,481521;77,397362
716;18,496292;77,382704
717;18,488202;77,374347
718;18,473997;77,401164
719;18,48381;77,39822
720;18,482262;77,373935
721;18,486989;77,377445
722;18,491641;77,36669
723;18,477575;77,415244
724;18,470253;77,409789
725;18,45984;77,392416
726;18,479965;77,382898
727;18,484857;77,396044
728;18,476297;77,384491
729;18,469959;77,379288
730;18,502963;77,383776
731;18,476763;77,379796
732;18,476581;77,392928
733;18,49191;77,392033
734;18,475955;77,394535
735;18,471149;77,389861
736;18,468553;77,37758
737;18,472005;77,367365
738;18,474886;77,370562
739;18,46299;77,404268
740;18,472903;77,389898
741;18,477877;77,385308
742;18,473308;77,384693
743;18,485445;77,39697
744;18,466262;77,374468
745;18,468415;77,408117
746;18,489186;77,404632
747;18,490972;77,37587
748;18,457504;77,38175
749;18,485235;77,391626
750;18,477183;77,382447
751;18,483752;77,396163
752;18,48672;77,38956
753;18,47055;77,405843
754;18,474551;77,381778
755;18,482243;77,402813
756;18,493016;77,377978
757;18,47992;77,407473
758;18,468268;77,394468
759;18,489477;77,37621
760;18,493559;77,397916
761;18,470775;77,39164
762;18,489405;77,400323
763;18,496289;77,400708
764;18,473302;77,395274
765;18,473875;77,398405
766;18,49229;77,391579
767;18,480063;77,401197
768;18,466728;77,397433
769;18,476364;77,406201
770;18,473405;77,398755
771;18,487083;77,398513
772;18,485173;77,397876
773;18,489349;77,390824
774;18,481291;77,398181
775;18,455645;77,401142
776;18,482769;77,391347
777;18,488128;77,400207
778;18,474997;77,397928
779;18,474819;77,375164
780;18,471864;77,37269
781;18,487051;77,379136
782;18,481372;77,377168
783;18,482615;77,376909
784;18,483222;77,393247
785;18,483165;77,387314
786;18,478808;77,397623
787;18,478178;77,389275
788;18,472198;77,391015
789;18,477067;77,386627
790;18,478352;77,395034
791;18,485233;77,400094
792;18,478747;77,39074
793;18,47849;77,376209
794;18,484733;77,387156
795;18,492893;77,379805
796;18,477985;77,394369
797;18,44857;77,367884
798;18,46759;77,390809
799;18,465811;77,401864
800;18,471742;77,373576
801;18,483947;77,391814
802;18,470834;77,387012
803;18,459793;77,388641
804;18,475951;77,388244
805;18,471984;77,391964
806;18,490163;77,392801
807;18,474702;77,388566
808;18,49591;77,399295
809;18,468671;77,390937
810;18,481426;77,383829
811;18,471581;77,386771
812;18,471204;77,395322
813;18,487592;77,394941
814;18,476147;77,389087
815;18,456866;77,399858
816;18,489956;77,384933
817;18,469865;77,393123
818;18,458793;77,392123
819;18,479908;77,386622
820;18,48042;77,391769
821;18,497389;77,391684
822;18,478439;77,397507
823;18,465312;77,385416
824;18,470161;77,389974
825;18,483552;77,401216
826;18,497943;77,398815
827;18,475295;77,389112
828;18,470509;77,386261
829;18,488724;77,375841
830;18,493091;77,382631
831;18,476091;77,38933
832;18,473846;77,397591
833;18,49146;77,40746
834;18,469786;77,381385
835;18,476481;77,369486
836;18,48428;77,389715
837;18,477763;77,389386
838;18,47466;77,386791
839;18,479576;77,393053
840;18,479817;77,388412
841;18,471423;77,394593
842;18,48622;77,391613
843;18,48746;77,380922
844;18,461033;77,391615
845;18,473244;77,394364
846;18,466061;77,393913
847;18,480111;77,395406
848;18,485514;77,394112
849;18,475812;77,388666
850;18,484316;77,386248
851;18,466584;77,409721
852;18,476577;77,406668
853;18,469415;77,39306
854;18,47719;77,401376
855;18,477775;77,384962
856;18,479051;77,412677
857;18,483765;77,404065
858;18,475233;77,394335
859;18,463409;77,37797
860;18,476888;77,382468
861;18,476206;77,386549
862;18,486301;77,398119
863;18,481604;77,396333
864;18,479876;77,404238
865;18,47942;77,392118
866;18,465486;77,388697
867;18,46826;77,389034
868;18,466835;77,389756
869;18,475652;77,3899
870;18,460582;77,392994
871;18,479715;77,382477
872;18,490602;77,383216
873;18,463309;77,396115
874;18,486393;77,387626
875;18,480469;77,392187
876;18,483377;77,400404
877;18,486353;77,396636
878;18,471361;77,396337
879;18,480697;77,375222
880;18,492837;77,384734
881;18,482096;77,382931
882;18,49451;77,400242
883;18,472663;77,395305
884;18,491758;77,386758
885;18,474925;77,396637
886;18,497825;77,39038
887;18,486003;77,401964
888;18,47376;77,401804
889;18,485712;77,400139
890;18,476179;77,403059
891;18,477899;77,395511
892;18,491855;77,399874
893;18,478435;77,384646
894;18,479506;77,403174
895;18,485238;77,383875
896;18,478126;77,401404
897;18,476635;77,381847
898;18,476521;77,384674
899;18,484194;77,38647
900;18,481529;77,384448
901;18,477784;77,369176
902;18,49965;77,37759
903;18,469351;77,383688
904;18,470277;77,378804
905;18,476599;77,386097
906;18,482543;77,403205
907;18,484675;77,396521
908;18,493223;77,402351
909;18,475333;77,381338
910;18,47772;77,386534
911;18,493241;77,390378
912;18,498824;77,406059
913;18,463337;77,393823
914;18,493624;77,384053
915;18,494701;77,389183
916;18,492887;77,390563
917;18,475339;77,40323
918;18,477404;77,395456
919;18,473169;77,391789
920;18,482242;77,376979
921;18,499263;77,390864
922;18,49368;77,381549
923;18,483362;77,383281
924;18,46397;77,399376
925;18,48525;77,38024
926;18,476082;77,379808
927;18,485585;77,39261
928;18,487551;77,373274
929;18,489598;77,399201
930;18,482812;77,40897
931;18,46328;77,388945
932;18,498206;77,381733
933;18,481289;77,386231
934;18,478596;77,393371
935;18,478696;77,38126
936;18,471189;77,374966
937;18,483001;77,387509
938;18,471473;77,368551
939;18,479633;77,392909
940;18,466929;77,403159
941;18,477406;77,413252
942;18,483373;77,383989
943;18,473802;77,386785
944;18,460708;77,386183
945;18,490113;77,396549
946;18,478636;77,3707
947;18,475951;77,384548
948;18,474046;77,381768
949;18,477217;77,390619
950;18,481999;77,401098
951;18,489852;77,40241
952;18,475606;77,385102
953;18,477358;77,386906
954;18,482138;77,394471
955;18,481605;77,384779
956;18,469259;77,403112
957;18,478076;77,388569
958;18,477161;77,398768
959;18,484661;77,398042
960;18,483058;77,382403
961;18,499119;77,383941
962;18,474375;77,393639
963;18,457736;77,39544
964;18,481967;77,379198
965;18,478581;77,376759
966;18,471212;77,379983
967;18,47039;77,382663
968;18,486196;77,393913
969;18,476695;77,379138
970;18,4901;77,38319
971;18,481753;77,394669
972;18,479081;77,394293
973;18,487009;77,385462
974;18,50206;77,39654
975;18,468922;77,371751
976;18,484514;77,384434
977;18,466347;77,391356
978;18,487363;77,406204
979;18,482186;77,391931
980;18,470831;77,398442
981;18,484921;77,390053
982;18,471241;77,392423
983;18,491364;77,392227
984;18,480365;77,390332
985;18,470612;77,407796
986;18,490861;77,382738
987;18,477398;77,391268
988;18,465359;77,387784
989;18,482674;77,402578
990;18,469556;77,39562
991;18,492474;77,410816
992;18,476854;77,398387
993;18,469191;77,373502
994;18,48725;77,383594
995;18,47926;77,37775
996;18,489196;77,388113
997;18,472243;77,402432
998;18,485443;77,381906
999;18,494867;77,411074
1000;18,479266;77,391245
1001;18,476632;77,386597
1002;18,479908;77,398492
1003;18,480674;77,394155
1004;18,460181;77,394454
1005;18,493956;77,373785
1006;18,458784;77,402085
1007;18,461275;77,397022
1008;18,478006;77,39958
1009;18,484379;77,376711
1010;18,471806;77,403655
1011;18,489482;77,385118
1012;18,476906;77,388441
1013;18,459535;77,390464
1014;18,488331;77,376515
1015;18,464547;77,408377
1016;18,461428;77,398152
1017;18,480888;77,394385
1018;18,5016;77,404526
1019;18,469948;77,375161
1020;18,473617;77,394507
1021;18,457599;77,399896
1022;18,499418;77,383902
1023;18,491123;77,379652
1024;18,48372;77,384652
1025;18,477313;77,373539
1026;18,47377;77,386566
1027;18,48002;77,400816
1028;18,493916;77,397212
1029;18,467443;77,380802
1030;18,487895;77,391464
1031;18,47235;77,386888
1032;18,487604;77,396406
1033;18,470759;77,369668
1034;18,477863;77,388798
1035;18,466919;77,391853
1036;18,485922;77,385127
1037;18,469156;77,389178
1038;18,480333;77,365808
1039;18,4878;77,377218
1040;18,47595;77,406013
1041;18,484422;77,395201
1042;18,476348;77,380198
1043;18,490552;77,384415
1044;18,475434;77,386534
1045;18,465612;77,395884
1046;18,465441;77,392125
1047;18,486988;77,381667
1048;18,484159;77,41392
1049;18,460675;77,364234
1050;18,474966;77,384653
1051;18,477691;77,390395
1052;18,48735;77,389591
1053;18,463489;77,394169
1054;18,463382;77,392226
1055;18,459449;77,392097
1056;18,467232;77,366813
1057;18,4874;77,381259
1058;18,47987;77,398343
1059;18,496102;77,401946
1060;18,479402;77,406564
1061;18,479861;77,392636
1062;18,468802;77,400647
1063;18,480485;77,389324
1064;18,488513;77,373887
1065;18,469717;77,384339
1066;18,460588;77,381753
1067;18,47936;77,373352
1068;18,478207;77,384606
1069;18,459042;77,395689
1070;18,480571;77,400484
1071;18,45932;77,39375
1072;18,500549;77,397667
1073;18,484861;77,374865
1074;18,458245;77,399054
1075;18,476004;77,380092
1076;18,480934;77,388642
1077;18,490601;77,386141
1078;18,4871;77,389257
1079;18,461229;77,406146
1080;18,487296;77,386748
1081;18,460343;77,400591
1082;18,483672;77,378018
1083;18,480281;77,393773
1084;18,488666;77,385799
1085;18,483293;77,382792
1086;18,464915;77,404454
1087;18,479813;77,38843
1088;18,476724;77,396929
1089;18,478112;77,385947
1090;18,458044;77,398774
1091;18,503189;77,410593
1092;18,473227;77,400907
1093;18,475785;77,401751
1094;18,461746;77,381966
1095;18,462265;77,374367
1096;18,468638;77,379324
1097;18,482669;77,406099
1098;18,474723;77,403929
1099;18,478579;77,384909
1100;18,475819;77,386223
1101;18,49006;77,414443
1102;18,474009;77,381367
1103;18,472578;77,354677
1104;18,501222;77,384882
1105;18,4877;77,393981
1106;18,484089;77,388911
1107;18,486356;77,375787
1108;18,473188;77,384448
1109;18,474098;77,397767
1110;18,474108;77,397683
1111;18,487056;77,391383
1112;18,483556;77,392434
1113;18,451984;77,401604
1114;18,479564;77,387653
1115;18,502347;77,385992
1116;18,491236;77,387929
1117;18,499061;77,400719
1118;18,456953;77,396518
1119;18,47897;77,399918
1120;18,481834;77,398005
1121;18,48168;77,392623
1122;18,474442;77,371424
1123;18,478188;77,382939
1124;18,481425;77,395235
1125;18,471301;77,388048
1126;18,495443;77,41016
1127;18,49333;77,370112
1128;18,477286;77,376473
1129;18,484603;77,401874
1130;18,473542;77,36871
1131;18,48852;77,396389
1132;18,470884;77,383487
1133;18,469011;77,404062
1134;18,489757;77,384208
1135;18,474724;77,402441
1136;18,465625;77,380449
1137;18,471117;77,386306
1138;18,486083;77,395263
1139;18,478548;77,395856
1140;18,491527;77,394793
1141;18,476071;77,385108
1142;18,489399;77,402702
1143;18,480285;77,401406
1144;18,473777;77,386594
1145;18,474992;77,398377
1146;18,486392;77,386136
1147;18,468403;77,383144
1148;18,49427;77,385723
1149;18,466674;77,395383
1150;18,478534;77,394483
